Published;Title;Content;Entities;Categories;AYLIEN sentiment;Computed sentiment
2020-08-21  18:10;Axis Mutual Fund sells stake in V-Guard Industries, share gains over 3%;"Share price of V-Guard Industries jumped over 3% intraday in Friday's early session even as Axis Mutual Fund sold more than 94.96 lakh shares worth over Rs 152 crore of the company, via open market transactions. Axis Mutual Fund sold company shares at an average price of Rs 160.25 per share on the National Stock Exchange (NSE), as per the bulk deals data. Following the update, shares of V-Guard Industries opened at Rs 174.40 and later climbed 3.37% to the intraday high of Rs 175 on BSE against the earlier close of Rs 169.30. The stock price of  V-Guard Industries has jumped 8.26% in the last one week. V-Guard Industries shares 5, 20, 50 and 100 day but lower than 200-day moving averages. Market capitalisation of the firm stood at Rs 7,412 crore as of today's closing session. V-Guard Industries stock price closed Thursday's trade at Rs 170.50, up 6.40% against the previous closing price on the BSE. As per block deal data available on the NSE, company's shares or little over 2.22% stake were offloaded at an average price of Rs 160.25 apiece. As per the exchange data, SBI Mutual Fund bought the shares sold by Axis. The mutual fund manager had held a 4% equity stake in the company as per the shareholding pattern as of June 2020.In Q1 FY21, V-Guard Industries's net profit fell almost 92.9% to Rs 3.77 crore as net sales declined 42.3% to Rs 408 crore YoY. Share Market News Live: Sensex rises 250 points, Nifty at 11,409; NTPC, ONGC, BPCL, PowerGrid top gainers Gold price rises after two days; silver rates at Rs 68,500";"{'body': [{'indices': [[1277, 1286]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Net_profit'},
           'score': 0.9574462175369263,
           'text': 'net profit',
           'types': ['Software', 'Product', 'Measure']},
          {'indices': [[1438, 1441]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/NTPC_Limited'},
           'score': 0.9988345503807068,
           'text': 'NTPC',
           'types': ['Organisation', 'Undertaking', 'Company', 'Agent']},
          {'indices': [[1146, 1152]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Manager_(association_football)'},
           'score': 0.4339257478713989,
           'text': 'manager',
           'types': ['SoccerClub']},
          {'indices': [[1168, 1173]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Equity_(finance)'},
           'score': 0.5014673471450806,
           'text': 'equity',
           'types': ['Difference', 'Disease']},
          {'indices': [[1134, 1144]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Mutual_fund'},
           'score': 1.0,
           'text': 'mutual fund',
           'types': ['PersonFunction']},
          {'indices': [[92, 95], [212, 215], [1124, 1127]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Axis_powers'},
           'score': 0.9975255131721497,
           'text': 'Axis',
           'types': ['Location',
                     'PopulatedPlace',
                     'EthnicGroup',
                     'Country',
                     'Nations',
                     'Place',
                     'Organisation']},
          {'indices': [[130, 133]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Lakh'},
           'score': 1.0,
           'text': 'lakh',
           'types': ['Organisation', 'Unit']},
          {'indices': [[487, 489], [906, 908]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Bombay_Stock_Exchange'},
           'score': 0.5283831357955933,
           'text': 'BSE',
           'types': ['Company', 'Exchange', 'Organisation']},
          {'indices': [[160, 164], [749, 753], [1317, 1321], [1361, 1365]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Crore'},
           'score': 1.0,
           'text': 'crore',
           'types': ['Organisation', 'Unit']},
          {'indices': [[1396, 1401]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/BSE_SENSEX'},
           'score': 1.0,
           'text': 'Sensex',
           'types': ['Work', 'Product', 'Index', 'Organisation']},
          {'indices': [[1450, 1453]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Bharat_Petroleum'},
           'score': 1.0,
           'text': 'BPCL',
           'types': ['Oil', 'Organisation', 'Company', 'Agent']},
          {'indices': [[994, 998], [1175, 1179]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Stake_(Latter_Day_Saints)'},
           'score': 0.6762713193893433,
           'text': 'stake',
           'types': ['Organisation', 'Unit']},
          {'indices': [[1444, 1447]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/Oil_and_Natural_Gas_Corporation'},
           'score': 0.7251869440078735,
           'text': 'ONGC',
           'types': ['Oil', 'Organisation', 'Company', 'Agent']},
          {'indices': [],
           'links': {'dbpedia': 'http://dbpedia.org/resource/National_Stock_Exchange_of_India'},
           'score': 1.0,
           'text': 'National Stock Exchange (NSE)',
           'types': ['Company', 'Exchange']},
          {'indices': [[324, 326], [951, 953]],
           'links': {'dbpedia': 'http://dbpedia.org/resource/National_Stock_Exchange_of_India'},
           'score': 0.7950342893600464,
           'text': 'NSE',
           'types': ['Company', 'Exchange', 'Organisation']},
          {'indices': [[153, 158]],
           'links': None,
           'score': None,
           'text': 'Rs 152',
           'types': ['Place']},
          {'indices': [[153, 154],
                       [272, 273],
                       [419, 420],
                       [477, 478],
                       [520, 521],
                       [740, 741],
                       [844, 845],
                       [1038, 1039],
                       [1309, 1310],
                       [1354, 1355],
                       [1527, 1528]],
           'links': None,
           'score': None,
           'text': 'Rs',
           'types': ['Place', 'Organisation']},
          {'indices': [[1421, 1425]],
           'links': None,
           'score': None,
           'text': 'Nifty',
           'types': ['Place']},
          {'indices': [[1247, 1253]],
           'links': None,
           'score': None,
           'text': 'Q1 FY21',
           'types': ['Product']},
          {'indices': [[15, 32],
                       [390, 407],
                       [551, 568],
                       [609, 626],
                       [786, 803],
                       [1256, 1273]],
           'links': None,
           'score': None,
           'text': 'V-Guard Industries',
           'types': ['Organisation']},
          {'indices': [[92, 107], [212, 227]],
           'links': None,
           'score': None,
           'text': 'Axis Mutual Fund',
           'types': ['Organisation']},
          {'indices': [[299, 321]],
           'links': None,
           'score': None,
           'text': 'National Stock Exchange',
           'types': ['Organisation']},
          {'indices': [[419, 427]],
           'links': None,
           'score': None,
           'text': 'Rs 174.40',
           'types': ['Organisation']},
          {'indices': [[1082, 1096]],
           'links': None,
           'score': None,
           'text': 'SBI Mutual Fund',
           'types': ['Organisation']},
          {'indices': [[1354, 1359]],
           'links': None,
           'score': None,
           'text': 'Rs 408',
           'types': ['Organisation']},
          {'indices': [[1367, 1393]],
           'links': None,
           'score': None,
           'text': 'YoY. Share Market News Live',
           'types': ['Organisation']},
          {'indices': [[1456, 1464]],
           'links': None,
           'score': None,
           'text': 'PowerGrid',
           'types': ['Organisation']}],
 'title': [{'indices': [[0, 3]],
            'links': {'dbpedia': 'http://dbpedia.org/resource/Axis_powers'},
            'score': 0.9998776316642761,
            'text': 'Axis',
            'types': ['PopulatedPlace',
                      'Nations',
                      'EthnicGroup',
                      'Place',
                      'Country',
                      'Location']},
           {'indices': [[23, 27]],
            'links': {'dbpedia': 'http://dbpedia.org/resource/Stake_(Latter_Day_Saints)'},
            'score': 0.45711103081703186,
            'text': 'stake',
            'types': ['Organisation', 'Unit']},
           {'indices': [[0, 15]],
            'links': None,
            'score': None,
            'text': 'Axis Mutual Fund',
            'types': ['Organisation']},
           {'indices': [[32, 49]],
            'links': None,
            'score': None,
            'text': 'V-Guard Industries',
            'types': ['Organisation']}]}";"[{'confident': True,
 'id': 'IAB13',
 'label': 'Personal Finance',
 'level': 1,
 'links': {'_self': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB13',
           'parent': None},
 'score': 0.47999998927116394,
 'taxonomy': 'iab-qag'}, {'confident': True,
 'id': 'IAB13-11',
 'label': 'Stocks',
 'level': 2,
 'links': {'_self': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB13-11',
           'parent': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB13'},
 'score': 0.18000000715255737,
 'taxonomy': 'iab-qag'}, {'confident': True,
 'id': '04008026',
 'label': 'stocks',
 'level': 3,
 'links': {'_self': 'https://api.aylien.com/api/v1/classify/taxonomy/iptc-subjectcode/04008026',
           'parent': 'https://api.aylien.com/api/v1/classify/taxonomy/iptc-subjectcode/04008000'},
 'score': 0.12999999523162842,
 'taxonomy': 'iptc-subjectcode'}]";"{'body': {'polarity': 'negative', 'score': 0.566455},
 'title': {'polarity': 'neutral', 'score': 0.648265}}";['negative']
