2020-08-09  18:32,1291005471848005633,StanChartIN,"And now Champions of England, Champions of Europe, Champions of the World. We are proud to #StandRed for 10 thrilli… https://t.co/0DpvM2Jm16",2020-08-05 13:37:44,,,,India
2020-08-09  18:32,1290943920290123779,StanChartHelpIN,"@iArthD Hi, We understand your concern. You may register for DND by filling the form available at… https://t.co/s8TR137kXN",2020-08-05 09:33:09,,,,India
2020-08-09  18:32,1290930997593280512,StanChartIN,@devendra_anchal We understand your concern. You may register for DND by filling the form available at… https://t.co/u8tchzcqXP,2020-08-05 08:41:48,,,,India
2020-08-09  18:32,1290879349919449089,EICS_India,"Standard Chartered Bank's subsidiary leases one million sq ft in Chennai

#WFH #officeleasing #DLF #lockdown… https://t.co/V26AXWJ5qq",2020-08-05 05:16:35,,,,"Chandigarh & Gurgaon, India"
2020-08-09  18:32,1290681936588021764,TejasJ,Standard Chartered Bank’s wholly-owned subsidiary Standard Chartered Global Business Services (GBS) has entered int… https://t.co/ONFTYc14xb,2020-08-04 16:12:08,,,,"Mumbai, Maharashtra"
2020-08-09  18:32,1290672589996568579,rakesh_raje,RT @Realty_Et: ETRealty | Standard Chartered Bank's subsidiary leases one million sq ft in Chennai #CBREGroup #StandardCharteredBank #Stand…,2020-08-04 15:34:59,,,,"Mumbai, India"
2020-08-09  18:32,1290671510537953281,Realty_Et,ETRealty | Standard Chartered Bank's subsidiary leases one million sq ft in Chennai #CBREGroup… https://t.co/woTsvz1nwn,2020-08-04 15:30:42,,,,Noida
2020-08-09  18:32,1290658817718603776,StanChartIN,"Fake identities, real theft. Things aren’t always as they seem.
Stay one step ahead of fraudsters. Don’t let them t… https://t.co/JYPm4Scvwr",2020-08-04 14:40:16,,,,India
2020-08-09  18:32,1290515980032946176,khani245,"RT @ChargePlate_in: StanChart Offer | Up to Rs 3000 Cashback at Croma https://t.co/1m4xq8asqO via @chargeplate_in 

#StanChart #StandardCha…",2020-08-04 05:12:40,,,,"New Delhi, India"
2020-08-09  18:32,1290385951533998093,akewu01,"@gtbank @gtcrea8 #GTBankOpenAllBranches. To reduce crowd !!!
Go digital.

I should be able to scan in my document,… https://t.co/ad7lSNacLP",2020-08-03 20:35:59,,,,"Kano, Nigeria"
2020-08-09  18:32,1290342755701592064,corizance,"RT @UrvashiPrakash: #StandardChartered Enters #Crypto Custody Business, Targets Year End Pilot Launch https://t.co/3JMVksdYy7 via @fintechS…",2020-08-03 17:44:21,,,,London
2020-08-09  18:32,1290304264338718720,ChargePlate_in,"StanChart Offer | Up to Rs 3000 Cashback at Croma https://t.co/1m4xq8asqO via @chargeplate_in 

#StanChart… https://t.co/ksxYkIS2Hv",2020-08-03 15:11:23,,,,"New Delhi, India"
2020-08-09  18:32,1290288564240961539,WasimBenKhadra,Some interesting data shared by Nash Mithani on the growing appetite of UAE investors in sustainable and green oppo… https://t.co/72Rh0rQq0h,2020-08-03 14:09:00,,,,Middle East 
